chr,start,stop,Cluster,kimura_div_pct,aln_length,cpg_density_pct
chr1,3050778,3050932,2,13.787622986286669,152,0.0
chr1,3133718,3133887,0,15.467047123031763,165,0.0
chr1,3222748,3222931,1,15.935814512021945,182,0.0
chr1,3357221,3357402,1,10.067384651460081,181,0.5555555555555556
chr1,3452879,3453066,0,13.026151518754034,184,0.5376344086021505
chr1,3690653,3690832,0,22.136576635894016,178,0.0
chr1,3765001,3765193,0,22.411396828091153,191,0.0
chr1,3797827,3798032,0,9.909366179731036,205,0.0
chr1,4069638,4069661,0,18.848582121067963,18,0.0
chr1,4069693,4069850,2,5.963404719580023,157,0.0
chr1,4121913,4122097,0,20.96175393981131,181,0.546448087431694
chr1,4173454,4173632,1,8.31410623974844,178,0.5649717514124294
chr1,4200127,4200286,2,5.953444688028195,159,0.6329113924050633
chr1,4200994,4201177,1,10.543646296589202,183,0.5494505494505495
chr1,4202363,4202566,0,9.548469864839262,203,0.0
chr1,4293048,4293229,1,12.0768183463123,181,0.0
chr1,4298325,4298508,1,12.309128892928438,180,0.0
chr1,4476153,4476343,0,11.438348145384763,189,0.0
chr1,4478363,4478536,1,4.778014490595753,173,0.0
chr1,4653102,4653212,2,12.884347321892808,110,0.0
chr1,4782981,4783164,1,8.182756590626502,182,0.0
chr1,4805176,4805362,1,8.617515929731773,186,0.0
chr1,4814166,4814364,1,7.056006965486154,198,1.015228426395939
chr1,4824154,4824289,2,7.0014039415803735,135,1.492537313432836
chr1,4830678,4830870,1,12.444172385834978,188,0.0
chr1,4836666,4836865,2,9.211869100835026,199,0.0
chr1,4848854,4849039,1,8.644532999507028,185,0.0
chr1,4866052,4866240,1,10.287094530218518,188,0.0
chr1,4877227,4877415,1,14.07114897782333,188,1.6042780748663101
chr1,4888622,4888775,2,4.722269030922936,153,0.0
chr1,4892341,4892523,2,7.605071773180027,182,1.1049723756906078
chr1,4903896,4904066,2,11.811818766206548,167,0.591715976331361
chr1,4936580,4936765,2,16.44277842170474,183,1.0869565217391304
chr1,4937902,4938089,1,20.674473672827553,186,0.0
chr1,4943354,4943526,0,15.884165604125208,168,0.0
chr1,4963420,4963599,0,5.841828813992951,179,0.0
chr1,5055179,5055346,1,19.198483961925188,166,0.0
chr1,5086608,5086792,1,8.7246624395285,183,0.0
chr1,5106154,5106342,2,5.062400323389984,188,1.0695187165775402
chr1,5138562,5138727,2,11.232479383570059,165,0.6097560975609756
chr1,5249175,5249355,1,4.715594849765441,180,0.5586592178770949
chr1,5314585,5314769,0,18.863747069505525,180,0.0
chr1,5379732,5379909,0,9.913650843621884,173,0.0
chr1,5519441,5519538,2,22.733727031907712,87,0.0
chr1,5869135,5869332,0,15.236733946942332,197,0.0
chr1,5919973,5920137,0,17.00809491990452,159,0.0
chr1,5943331,5943403,2,12.807081133678022,70,0.0
chr1,5951320,5951435,0,35.20421894276493,114,0.0
chr1,5974571,5974664,0,5.96509579353882,89,1.0869565217391304
chr1,5981585,5981650,2,24.695047821006476,62,1.5625
chr1,6086351,6086488,2,11.07215072073824,137,0.0
chr1,6086488,6086679,0,6.583357481178939,191,0.0
chr1,6109642,6109823,1,6.458854010785298,181,0.5555555555555556
chr1,6114000,6114187,0,7.9014669838223615,187,0.5376344086021505
chr1,6116307,6116436,2,8.221775751589853,129,0.0
chr1,6119794,6119972,1,9.17015005697867,175,0.5649717514124294
chr1,6142212,6142406,2,8.170201251585476,194,1.0362694300518134
chr1,6155149,6155267,2,15.083621722173767,118,0.8547008547008547
chr1,6180604,6180799,0,10.586254503703683,195,0.0
chr1,6207188,6207287,0,12.282929344284696,98,1.0204081632653061
chr1,6209125,6209290,2,8.471796801310655,164,1.2195121951219512
chr1,6219474,6219581,0,10.877239574625067,99,0.0
chr1,6233137,6233323,1,6.8228833654294965,184,0.5405405405405406
chr1,6368327,6368344,0,0.0,17,0.0
chr1,6368368,6368526,2,2.6582462326735183,157,1.2738853503184713
chr1,6455974,6456023,1,22.65951782623897,49,0.0
chr1,6609881,6610039,2,13.290646152183674,158,0.6369426751592356
chr1,6872815,6873003,0,16.349346243267423,185,0.0
chr1,6895685,6895876,1,11.278548864772803,191,0.0
chr1,6961868,6962055,0,6.790763248092977,187,0.0
chr1,6978068,6978255,0,6.130319090873154,187,0.0
chr1,7006022,7006195,0,12.982409293013383,169,0.0
chr1,7006609,7006648,2,8.471135519169222,39,0.0
chr1,7006835,7006954,2,5.433637086559237,115,0.0
chr1,7017375,7017488,0,11.688214016145752,112,0.0
chr1,7017513,7017640,2,9.293757980535897,127,1.5873015873015872
chr1,7032614,7032746,2,11.689222130107051,132,0.0
chr1,7032802,7032837,0,12.025698755638453,27,0.0
chr1,7038490,7038647,2,7.3559667645623845,157,0.0
chr1,7049883,7050073,1,12.647867275779735,190,0.0
chr1,7073918,7074085,0,8.331599818821045,167,0.6024096385542169
chr1,7095042,7095224,0,24.226707899448275,174,0.5524861878453039
chr1,7103736,7103922,1,17.11453735850506,179,1.0810810810810811
chr1,7112707,7112892,1,10.711514562189285,182,0.5434782608695652
chr1,7134594,7134744,1,7.211772141122198,148,0.6711409395973155
chr1,7142926,7143103,2,10.402421368712172,177,0.0
chr1,7200618,7200802,1,29.177707094120215,183,0.0
chr1,7262913,7262997,0,11.727077019010599,83,1.2048192771084338
chr1,7307342,7307531,0,11.4864459996133,189,0.0
chr1,7677151,7677326,0,18.406543160919888,172,0.0
chr1,7686780,7686960,1,9.462666784571766,180,0.5586592178770949
chr1,7769661,7769848,0,14.104011097168605,187,1.075268817204301
chr1,7825761,7825945,0,15.264895491691032,182,0.0
chr1,8358648,8358838,0,17.15656594581004,190,0.5291005291005291
chr1,8420693,8420867,0,20.296438810695875,169,0.0
chr1,8642422,8642603,1,14.095742738601674,181,0.5555555555555556
chr1,8681479,8681666,1,15.461947576230333,187,0.5376344086021505
chr1,8757433,8757622,1,9.646927382627776,189,1.0638297872340425
chr1,8923915,8924088,0,14.800144490875015,172,0.0
chr1,9010227,9010415,0,6.163894387220585,188,0.0
chr1,9100908,9101090,0,16.635797696668487,181,0.0
